	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV1260	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
ASV1261	Rhizaria	Cercozoa	NA	Thaumatomonadida	NA	NA	NA
ASV1262	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV1263	Fungi	NA	NA	NA	NA	NA	NA
ASV1264	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
ASV1265	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	NA	NA	NA
ASV1266	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV1267	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
ASV1268	Metazoa	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV1269	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	NA	NA	NA
ASV1270	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	NA	NA	NA
ASV1271	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
ASV1272	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thielavia	NA
ASV1273	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus ranarum
ASV1274	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	NA	NA	NA
ASV1275	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma matsutake
ASV1276	Metazoa	Arthropoda	Malacostraca	Amphipoda	NA	NA	NA
ASV1277	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	NA	NA	NA
ASV1278	Fungi	NA	NA	NA	NA	NA	NA
ASV1279	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	Sporormiella minima
ASV1280	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	NA	NA	NA
ASV1281	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	NA
ASV1282	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces salicinus
ASV1283	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
ASV1284	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
ASV1285	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV1286	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV1287	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	NA
ASV1288	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Pseudoseptoria	Pseudoseptoria obscura
ASV1289	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium pallidum
ASV1290	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Neophaeosphaeria	NA
ASV1291	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
ASV1292	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV1293	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	NA
ASV1294	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV1295	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudocamarosporium	NA
ASV1296	Alveolata	Dinophyta	Dinophyceae	Peridiniales	NA	NA	NA
ASV1297	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
ASV1298	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV1299	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria mouchaccae
ASV1300	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV1301	Fungi	NA	NA	NA	NA	NA	NA
ASV1302	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV1303	Fungi	Ascomycota	Dothideomycetes	Dothideales	NA	NA	NA
ASV1304	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV1305	Viridiplantae	Chlorophyta	NA	NA	NA	NA	NA
ASV1306	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV1307	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA
ASV1308	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Elasticomyces	Elasticomyces elasticus
ASV1309	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV1310	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV1311	Fungi	NA	NA	NA	NA	NA	NA
ASV1312	Metazoa	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV1313	NA	NA	NA	NA	NA	NA	NA
ASV1314	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
ASV1315	Metazoa	Porifera	Demospongiae	Verongida	NA	NA	NA
ASV1316	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV1317	Alveolata	Apicomplexa	Coccidia	Eucoccidiorida	NA	NA	NA
ASV1318	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV1319	Metazoa	Mollusca	Bivalvia	Ostreoida	NA	NA	NA
ASV1320	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	Neophaeococcomyces	NA
ASV1321	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	NA	NA	NA
ASV1322	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV1323	Fungi	Rozellomycota	NA	NA	NA	NA	NA
ASV1324	Fungi	NA	NA	NA	NA	NA	NA
ASV1325	Fungi	NA	NA	NA	NA	NA	NA
ASV1326	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV1327	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Tetraplosphaeriaceae	NA	NA
ASV1328	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	NA	NA	NA
ASV1329	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV1330	Metazoa	Nematoda	Dorylaimea	Dorylaimida	NA	NA	NA
ASV1331	Alveolata	Apicomplexa	Coccidia	Eucoccidiorida	NA	NA	NA
ASV1332	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
ASV1333	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
ASV1334	Fungi	NA	NA	NA	NA	NA	NA
ASV1335	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV1336	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV1337	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	NA	NA
ASV1338	Protista	NA	NA	NA	NA	NA	NA
ASV1339	Stramenopila	Oomycota	Oomycetes	Pythiales	NA	NA	NA
ASV1340	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA
ASV1341	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Achaetomium	NA
ASV1342	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV1343	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
ASV1344	Cryptista	Cryptophyta	NA	NA	NA	NA	NA
ASV1345	Rhizaria	Cercozoa	NA	Thaumatomonadida	NA	NA	NA
ASV1346	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV1347	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV1348	Viridiplantae	Marchantiophyta	Jungermanniopsida	Porellales	NA	NA	NA
ASV1349	Fungi	NA	NA	NA	NA	NA	NA
ASV1350	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium brasiliense
ASV1351	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	Acrophialophora levis
ASV1352	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV1353	Rhizaria	Cercozoa	NA	Thaumatomonadida	NA	NA	NA
ASV1354	Metazoa	Nematoda	Chromadorea	Spirurida	NA	NA	NA
ASV1355	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	NA
ASV1356	Fungi	NA	NA	NA	NA	NA	NA
ASV1357	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV1358	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	NA
ASV1359	NA	NA	NA	NA	NA	NA	NA
ASV1360	Metazoa	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV1361	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Biappendiculispora	NA
ASV1362	Alveolata	Ciliophora	NA	NA	NA	NA	NA
ASV1363	Rhizaria	Cercozoa	NA	Thaumatomonadida	NA	NA	NA
ASV1364	Metazoa	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV1365	Metazoa	Arthropoda	Malacostraca	Amphipoda	NA	NA	NA
ASV1366	Metazoa	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
ASV1367	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV1368	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	Glarea lozoyensis
ASV1369	Viridiplantae	Chlorophyta	Chlorophyceae	Volvocales	NA	NA	NA
ASV1370	Alveolata	Apicomplexa	Coccidia	Eucoccidiorida	NA	NA	NA
ASV1371	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA
ASV1372	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV1373	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	NA	NA	NA
ASV1374	Fungi	NA	NA	NA	NA	NA	NA
ASV1375	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
ASV1376	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormia	NA
ASV1377	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium aphidis
ASV1378	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Heyderia	Heyderia abietis
ASV1379	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV1380	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV1381	Viridiplantae	Chlorophyta	Chlorophyceae	Volvocales	NA	NA	NA
ASV1382	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	NA	NA	NA
ASV1383	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	NA	NA	NA
ASV1384	Rhizaria	Cercozoa	NA	Thaumatomonadida	NA	NA	NA
ASV1385	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
ASV1386	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	NA	NA	NA
ASV1387	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	NA
ASV1388	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV1389	Viridiplantae	Marchantiophyta	Jungermanniopsida	Porellales	NA	NA	NA
