	Feature_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence
ASV193	ASV193	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 10	uncultured bacterium	0.977649481
ASV194	ASV194	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	Tychonema CCAP 1459-11B	NA	0.84384951
ASV195	ASV195	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	Tychonema CCAP 1459-11B	NA	0.764230002
ASV196	ASV196	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	uncultured bacterium	0.999576681
ASV197	ASV197	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	uncultured	uncultured delta proteobacterium	0.886350484
ASV198	ASV198	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	NA	0.999999116
ASV199	ASV199	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	uncultured bacterium	0.78665906
ASV200	ASV200	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	0.997987698
ASV201	ASV201	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	Acidobacterium sp. Ac_12_G8	0.951591345
ASV202	ASV202	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Cnuella	uncultured Bifissio sp.	0.991365562
ASV203	ASV203	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured bacterium	0.92850761
ASV204	ASV204	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	NA	0.945249258
ASV205	ASV205	Bacteria	Chloroflexi	Ktedonobacteria	C0119	uncultured soil bacterium	uncultured soil bacterium	uncultured soil bacterium	0.891591391
ASV206	ASV206	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	NA	0.999985502
ASV207	ASV207	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	NA	0.999998828
ASV208	ASV208	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	uncultured bacterium	0.878295844
ASV209	ASV209	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Rhodocytophaga	NA	0.999998815
ASV210	ASV210	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA	0.994336525
ASV211	ASV211	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Rubrobacter sp.	0.73899716
ASV212	ASV212	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.996956653
ASV213	ASV213	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	NA	0.990159576
ASV214	ASV214	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	0.999678941
ASV215	ASV215	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	NA	NA	0.999996156
ASV216	ASV216	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	0.974231953
ASV217	ASV217	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	Chroococcidiopsis SAG 2023	uncultured bacterium	0.999611792
ASV218	ASV218	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Nostoc PCC-73102	uncultured cyanobacterium	0.723925081
ASV219	ASV219	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.875114209
ASV220	ASV220	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 10	uncultured bacterium	0.985133295
ASV221	ASV221	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	0.999991796
ASV222	ASV222	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA	0.999999895
ASV223	ASV223	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	uncultured bacterium	0.972783337
ASV224	ASV224	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	NA	NA	NA	0.720140463
ASV225	ASV225	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter	NA	0.989765197
ASV226	ASV226	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	0.703446877
ASV227	ASV227	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	uncultured	uncultured cyanobacterium	0.996627978
ASV228	ASV228	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Rhodocytophaga	uncultured Rhodocytophaga sp.	0.91238477
ASV229	ASV229	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	NA	NA	0.99996514
ASV230	ASV230	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	NA	0.991933104
ASV231	ASV231	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	uncultured	uncultured bacterium	0.997042276
ASV232	ASV232	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	0.99554142
ASV233	ASV233	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	NA	0.833257886
ASV234	ASV234	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	NA	NA	0.844457604
ASV235	ASV235	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	Tychonema CCAP 1459-11B	NA	0.907718344
ASV236	ASV236	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured bacterium	0.999579356
ASV237	ASV237	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	0.999960034
ASV238	ASV238	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	NA	0.858506733
ASV239	ASV239	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	NA	NA	0.700475804
ASV240	ASV240	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	0.999999617
ASV241	ASV241	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Rubrobacter sp.	0.79752013
ASV242	ASV242	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured bacterium	0.861022028
ASV243	ASV243	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	0.999509351
ASV244	ASV244	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	NA	0.857680364
ASV245	ASV245	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	uncultured bacterium	0.773380513
ASV246	ASV246	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	NA	0.946636846
ASV247	ASV247	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	0.99505817
ASV248	ASV248	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA	0.839997611
ASV249	ASV249	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	NA	0.999999978
ASV250	ASV250	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Symplocastrum CPER-KK1	NA	0.983000677
ASV251	ASV251	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobium	uncultured bacterium	0.939539894
ASV252	ASV252	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	uncultured bacterium	0.816450445
ASV253	ASV253	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Nostoc PCC-73102	NA	0.963219897
ASV254	ASV254	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	NA	NA	0.998057339
ASV255	ASV255	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	NA	NA	0.999936375
ASV256	ASV256	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	Chroococcidiopsis SAG 2023	uncultured bacterium	0.993901131
ASV257	ASV257	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	uncultured bacterium	0.942670618
ASV258	ASV258	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	metagenome	metagenome	0.999999748
ASV259	ASV259	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	0.999013612
ASV260	ASV260	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	Tychonema CCAP 1459-11B	NA	0.975110302
ASV261	ASV261	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Parviterribacter	NA	0.748691105
ASV262	ASV262	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	NA	1
ASV263	ASV263	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	1
ASV264	ASV264	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	0.999814927
ASV265	ASV265	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured bacterium	uncultured bacterium	0.81976545
ASV266	ASV266	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	MN 122.2a	uncultured bacterium	0.998782035
ASV267	ASV267	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured bacterium	uncultured bacterium	0.999999898
ASV268	ASV268	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured bacterium	uncultured bacterium	0.999891313
ASV269	ASV269	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	NA	NA	0.999894536
ASV270	ASV270	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria Incertae Sedis	Unknown Family	Leptolyngbya EcFYyyy-00	Leptolyngbya scottii EcFYyyy_00	0.993886795
ASV271	ASV271	Bacteria	Actinobacteria	0319-7L14	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.961627725
ASV272	ASV272	Bacteria	Chloroflexi	Ktedonobacteria	C0119	uncultured soil bacterium	uncultured soil bacterium	uncultured soil bacterium	0.821962105
ASV273	ASV273	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured bacterium	uncultured bacterium	0.99868488
ASV274	ASV274	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	0.997178677
ASV275	ASV275	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured bacterium	uncultured bacterium	0.996590508
ASV276	ASV276	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Symplocastrum CPER-KK1	NA	0.937695694
ASV277	ASV277	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	NA	0.835697504
ASV278	ASV278	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Rubrobacter sp.	0.84059779
ASV279	ASV279	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	uncultured	NA	0.999986541
ASV280	ASV280	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA	0.999993788
ASV281	ASV281	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	uncultured bacterium	0.870696991
ASV282	ASV282	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	NA	0.992489548
ASV283	ASV283	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	uncultured	uncultured Bacteroidetes bacterium	0.998659846
ASV284	ASV284	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	NA	NA	0.999646108
ASV285	ASV285	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	0.99938488
ASV286	ASV286	Bacteria	Actinobacteria	Actinobacteria	Frankiales	uncultured	NA	NA	0.999916294
ASV287	ASV287	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Noviherbaspirillum	NA	0.817271277
ASV288	ASV288	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	uncultured bacterium	0.769751258
ASV289	ASV289	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	NA	NA	0.739865499
ASV290	ASV290	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA	0.999665405
ASV291	ASV291	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured bacterium	uncultured bacterium	0.79533985
ASV292	ASV292	Bacteria	Actinobacteria	Actinobacteria	Frankiales	uncultured	NA	NA	0.999856632
ASV293	ASV293	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	uncultured bacterium	0.704778609
ASV294	ASV294	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	0.999953863
ASV295	ASV295	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured bacterium	0.999932107
ASV296	ASV296	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	uncultured alpha proteobacterium	0.898219924
ASV297	ASV297	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA	0.995396131
ASV298	ASV298	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	uncultured	uncultured Caldilinea sp.	0.998767734
ASV299	ASV299	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	NA	0.930556109
ASV300	ASV300	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	0.999992002
ASV301	ASV301	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	NA	0.999999906
ASV302	ASV302	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Rhodocytophaga	NA	0.999037996
ASV303	ASV303	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	0.999663278
ASV304	ASV304	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	NA	0.99977692
ASV305	ASV305	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus	uncultured bacterium	0.990321676
ASV306	ASV306	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	NA	0.706852361
ASV307	ASV307	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.816148503
ASV308	ASV308	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.982716731
ASV309	ASV309	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Rhodocytophaga	uncultured Rhodocytophaga sp.	0.938213456
ASV310	ASV310	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Asanoa	metagenome	0.735105209
ASV311	ASV311	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	NA	0.999904397
ASV312	ASV312	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Sclerotinia borealis	Sclerotinia borealis	0.949433973
ASV313	ASV313	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured bacterium	0.889371568
ASV314	ASV314	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingoaurantiacus	uncultured bacterium	0.844145208
ASV315	ASV315	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	NA	0.999999806
ASV316	ASV316	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	0.999971946
ASV317	ASV317	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	0.999990303
ASV318	ASV318	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	Blastocatella	NA	0.763805941
ASV319	ASV319	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	NA	0.999586378
ASV320	ASV320	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Crossiella	uncultured bacterium	0.835590607
ASV321	ASV321	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	NA	NA	0.898215666
ASV322	ASV322	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	NA	NA	NA	0.999996765
ASV323	ASV323	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	NA	0.99991067
ASV324	ASV324	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured Oscillatoriales cyanobacterium	0.910943677
ASV325	ASV325	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	uncultured bacterium	0.974368072
ASV326	ASV326	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured bacterium	uncultured bacterium	0.993549664
ASV327	ASV327	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	uncultured Hymenobacter group bacterium	0.715503348
ASV328	ASV328	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	NA	NA	0.999991366
ASV329	ASV329	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	NA	NA	NA	0.871236835
ASV330	ASV330	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus	uncultured bacterium	0.974622046
ASV331	ASV331	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	NA	1
ASV332	ASV332	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Nibrella	uncultured bacterium	0.96335986
ASV333	ASV333	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	PMMR1	uncultured bacterium	0.876220548
ASV334	ASV334	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Rubrobacter sp.	0.81214975
ASV335	ASV335	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Magnetospirillum sp. enrichment culture clone Van25	Magnetospirillum sp. enrichment culture clone Van25	0.74929219
ASV336	ASV336	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	0.997342148
ASV337	ASV337	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	NA	NA	0.999986742
ASV338	ASV338	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Symplocastrum CPER-KK1	NA	0.994000249
ASV339	ASV339	Bacteria	Cyanobacteria	Oxyphotobacteria	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya Es-Yyy1000	NA	0.999997734
ASV340	ASV340	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	0.999999005
ASV341	ASV341	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	NA	NA	0.999996777
ASV342	ASV342	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	uncultured archaeon	0.794345018
ASV343	ASV343	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	NA	0.986525393
ASV344	ASV344	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	NA	0.990862137
ASV345	ASV345	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Wilmottia Ant-Ph58	NA	0.896636926
ASV346	ASV346	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	uncultured	uncultured bacterium	0.747398369
ASV347	ASV347	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	NA	0.996629712
ASV348	ASV348	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	NA	0.9999465
ASV349	ASV349	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus	uncultured bacterium	0.99173133
ASV350	ASV350	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Symplocastrum CPER-KK1	NA	0.975602942
ASV351	ASV351	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	NA	0.960838545
ASV352	ASV352	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured bacterium	uncultured bacterium	0.963885883
ASV353	ASV353	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	0.99999987
ASV354	ASV354	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	0.997230003
ASV355	ASV355	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	NA	1
ASV356	ASV356	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	0.999978674
ASV357	ASV357	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	uncultured bacterium	0.999995918
ASV358	ASV358	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA	0.99815308
ASV359	ASV359	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	uncultured	uncultured Bacteroidetes bacterium	0.867349357
ASV360	ASV360	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	NA	NA	0.999997771
ASV361	ASV361	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	NA	NA	0.999878516
ASV362	ASV362	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	uncultured bacterium	0.961578772
ASV363	ASV363	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	uncultured	NA	0.999044595
ASV364	ASV364	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	0.999942301
ASV365	ASV365	Bacteria	NA	NA	NA	NA	NA	NA	0.99999956
ASV366	ASV366	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured bacterium	0.789056986
ASV367	ASV367	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	NA	NA	0.999990742
ASV368	ASV368	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA	0.999486357
